day(d),hourOfDay,scenario,age(dd),age(days),Ta (degree),rh,cca (ppm),wind (m/s),soil water content,LAI per vine(m2),hourlyabsRad(J/m2),assimilatedCO2(umolco2/m2/s),biomBerry(kg/vine),freshWeightBerry(kg/vine),biomBerry(t/ha),freshWeightBerry(t/ha),berrySugarConcentration(gsugar/gh20),sourceLoading_b,SYNTHESIS_RATE,SYNTHESIS_RATE,KM_ROOTS,KM_BERRY,KM_RESERVES,KM_SECONDARY,HYDROLYSIS_RATE
1,10,1,4.389736255009969,0.9166666939854622,28.225,0.5833333,400.0,1.037037,0.31827408,0.29870664700865746,40157.93136032344,0.8796842048556678,0.20698832475540516,1.3629385076202059,1.0349416237770257,6.814692538101029,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
1,11,1,5.224618911743164,1.0000000298023224,30.037184,0.5366667,400.0,2.074074,0.31634164,0.29870664700865746,42435.22767753635,0.8734556745680447,0.20758595081195338,1.3668736453464003,1.037929754059767,6.834368226732002,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
1,12,1,6.117440700531006,1.0833333656191826,31.427723,0.49,400.0,3.1111112,0.3152987,0.29870664700865746,42441.07931010513,0.8323267599245929,0.20812993461190413,1.370455569444537,1.0406496730595207,6.852277847222686,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
1,13,1,7.0466844240824384,1.1666667014360428,32.30185,0.42333335,400.0,2.4074075,0.3151636,0.29870664700865746,40158.653940367,0.76644167333346,0.20862754435021247,1.373732138182937,1.0431377217510625,6.868660690914685,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
1,14,1,7.988351027170817,1.250000037252903,32.6,0.35666665,400.0,1.7037038,0.31578648,0.29870664700865746,35747.07505616023,0.7148432277781965,0.20910712747951676,1.3768900086343565,1.0455356373975837,6.884450043171782,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
1,15,1,8.91759475072225,1.3333333730697632,32.30185,0.29,400.0,1.0,0.31665817,0.29870664700865746,29503.395534869895,0.6757477143019063,0.2096040392748219,1.3801619816865194,1.0480201963741096,6.9008099084325965,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
1,16,1,9.810416539510092,1.4166667088866234,31.427723,0.27666667,400.0,1.8703704,0.31759176,0.29870664700865746,21842.311049189757,0.6557683821809529,0.21014474668697802,1.3837223320311778,1.0507237334348902,6.9186116601558885,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
1,17,1,10.645299196243286,1.5000000447034836,30.037184,0.26333332,400.0,2.7407408,0.3185226,0.29870664700865746,13277.821961396678,0.5161212122427524,0.2107153213072961,1.3874793464541957,1.0535766065364804,6.937396732270979,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
1,18,1,11.404674212137857,1.5833333805203438,28.225,0.25,400.0,3.6111112,0.32089934,0.29870664700865746,4384.017315176082,0.20244681070248438,0.21119853882538825,1.3906611479579405,1.0559926941269413,6.953305739789703,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
1,19,1,12.076118628184,1.666666716337204,26.114666,0.28333333,400.0,2.4074075,0.32524553,0.29870664700865746,3.300103600770492E-6,-0.033306590580152916,0.2115654831467508,1.3930773351816816,1.057827415733754,6.965386675908408,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
1,20,1,12.653201977411905,1.7500000521540642,23.85,0.31666666,400.0,1.2037038,0.32814378,0.29870664700865746,0.0,0.0,0.21187782733621469,1.3951340015369202,1.0593891366810735,6.975670007684601,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
1,21,1,13.135924180348713,1.8333333879709244,21.585333,0.35,400.0,0.1,0.32969415,0.29870664700865746,0.0,0.0,0.2121531212288467,1.396946705937636,1.0607656061442334,6.984733529688179,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
1,22,1,13.530715862909952,1.9166667237877846,19.475,0.35,400.0,0.1,0.32969415,0.29870664700865746,0.0,0.0,0.21239726027369163,1.398554267648308,1.061986301368458,6.99277133824154,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
